ad,marka,fiyat,indirimli_fiyat,indirim_orani,url,kategori,site,zaman
"Erkek siyah bağcıklı kalın tabanlı sneaker","Derimod","5799.99","3599.91","37.9","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-sneaker-25sfd69286f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4999.99","3599.99","28.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25sfd610118","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","4799.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd675118-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","3799.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-26sfd6744ft-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı kalın tabanlı deri sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd680818-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4299.99","","0.0","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-deri-sneaker-26sfd640118-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı deri sneaker","Derimod","3499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-26sfd674618-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","3799.99","","0.0","https://derimod.com.tr/products/erkek-gri-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd765010-5637145341","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","3999.99","3499.99","12.5","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-deri-sneaker-26sfd680518-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-26sfd640714-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek siyah delson 3.0 sneaker","Derimod","4699.0","","0.0","https://derimod.com.tr/products/skechers-erkek-siyah-delson-30-sneaker-210239-blk","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek yeşil bağcıklı kalın tabanlı süet deri sneaker","Derimod","4799.99","2399.99","50.0","https://derimod.com.tr/products/erkek-vizon-bagcikli-kalin-tabanli-suet-deri-sneaker-25sfd632010","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri bağcıklı kalın tabanlı nubuk deri sneaker","Derimod","6499.99","4199.99","35.4","https://derimod.com.tr/products/erkek-gri-bagcikli-kalin-tabanli-nubuk-deri-sneaker-25sfd6935v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri casual ayakkabı","Derimod","3799.99","2699.99","28.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-casual-ayakkabi-25wfd6740ft-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri casual sneaker","Derimod","8499.99","7649.99","10.0","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-deri-casual-sneaker-25wfd650118-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri bağcıklı kalın tabanlı nubuk deri sneaker","Derimod","4999.99","3699.99","26.0","https://derimod.com.tr/products/erkek-yesil-bagcikli-kalin-tabanli-nubuk-deri-sneaker-25sfd6110v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı deri sneaker","Derimod","7299.99","4299.99","41.1","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd691818","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","4799.99","3299.99","31.3","https://derimod.com.tr/products/erkek-haki-bagcikli-kalin-tabanli-deri-sneaker-25sfd6124ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı nubuk deri comfort sneaker","Derimod","4799.99","3299.99","31.3","https://derimod.com.tr/products/erkek-siyah-bagcikli-nubuk-deri-comfort-sneaker-25sfd6418v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4199.99","2899.99","31.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25sfd707518","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","5499.99","2999.99","45.5","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd756114","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek haki bağcıklı nubuk deri sneaker","Derimod","4999.99","3699.99","26.0","https://derimod.com.tr/products/erkek-gri-bagcikli-nubuk-deri-sneaker-25sfd6119v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah bağcıklı kalın tabanlı kumaş sneaker","Derimod","5499.99","3499.99","36.4","https://derimod.com.tr/products/derimod-zero-erkek-siyah-bagcikli-kalin-tabanli-kumas-sneaker-25sfd69696f-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı deri sneaker","Derimod","7999.99","4799.99","40.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25wfd690518-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4499.99","3299.99","26.7","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25sfd6126ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah deri sneaker","Derimod","6499.99","3249.99","50.0","https://derimod.com.tr/products/erkek-siyah-deri-sneaker-25wfd654514-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","2749.99","50.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25wfd632218-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı kalın tabanlı deri sneaker","Derimod","5999.99","3099.99","48.3","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25sfd69536f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek haki bağcıklı nubuk deri sneaker","Derimod","4999.99","3599.99","28.0","https://derimod.com.tr/products/erkek-bej-bagcikli-nubuk-deri-sneaker-25sfd6105v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek lacivert bağcıklı kalın tabanlı sneaker","Derimod","3499.99","2199.99","37.1","https://derimod.com.tr/products/derimod-zero-erkek-siyah-bagcikli-kalin-tabanli-sneaker-25sfd69176f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri casual sneaker","Derimod","5499.99","4899.99","10.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-casual-sneaker-25wfd674618-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah kalın tabanlı deri sneaker","Derimod","5199.99","4799.99","7.7","https://derimod.com.tr/products/erkek-siyah-kalin-tabanli-deri-sneaker-26sfd631618-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd688118-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek mavi bağcıklı süet deri sneaker","Derimod","7999.99","","0.0","https://derimod.com.tr/products/erkek-gri-bagcikli-suet-deri-sneaker-26sfd698110-5637145341","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah bağcıklı kumaş sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-bej-bagcikli-kumas-sneaker-26sfd69036f-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5199.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd611618-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5199.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd612018-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı deri sneaker","Derimod","4299.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-26sfd640118-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek gri bağcıklı kalın tabanlı kumaş sneaker","Derimod","3799.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-siyah-bagcikli-kalin-tabanli-kumas-sneaker-26sfd69046f-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek vizon bağcıklı kalın tabanlı süet deri sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/erkek-vizon-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd740110-5637145755","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı kalın tabanlı süet deri sneaker","Derimod","3999.99","3199.99","20.0","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd680210-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Skechers erkek gri melson-nela spor sneaker","Derimod","3999.0","","0.0","https://derimod.com.tr/products/skechers-erkek-gri-melson-nela-spor-sneaker-210726-gry","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah deri sneaker","Derimod","6799.99","3499.99","48.5","https://derimod.com.tr/products/erkek-kahverengi-deri-sneaker-25sfd691918","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah deri sneaker","Derimod","5499.99","2599.99","52.7","https://derimod.com.tr/products/erkek-siyah-deri-sneaker-25sfd7560ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri bağcıklı deri casual sneaker","Derimod","5999.99","3799.99","36.7","https://derimod.com.tr/products/erkek-haki-bagcikli-deri-casual-sneaker-25sfd795114","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4999.99","3399.99","32.0","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-deri-sneaker-25sfd640014","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4999.99","3499.99","30.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd611418","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı deri sneaker","Derimod","5499.99","2699.99","50.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd740418","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri casual sneaker","Derimod","6799.99","6099.99","10.3","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-deri-casual-sneaker-25wfd6768ft-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek vizon bağcıklı kalın tabanlı süet deri sneaker","Derimod","4799.99","2399.99","50.0","https://derimod.com.tr/products/erkek-yesil-bagcikli-kalin-tabanli-suet-deri-sneaker-25sfd632010","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Acbc x derimod erkek beyaz bağcıklı sneaker","Derimod","5499.99","2799.99","49.1","https://derimod.com.tr/products/acbc-x-derimod-erkek-siyah-bagcikli-sneaker-25sfd780318","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı deri sneaker","Derimod","6299.99","3599.91","42.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd690818","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı deri sneaker","Derimod","4499.99","3299.99","26.7","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd6126ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","4499.99","3299.99","26.7","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25sfd654318","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Acbc x derimod erkek bej bağcıklı süet sneaker","Derimod","5999.99","3199.99","46.7","https://derimod.com.tr/products/acbc-x-derimod-erkek-bej-bagcikli-suet-sneaker-25sfd780410","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek lacivert kalın tabanlı kumaş sneaker","Derimod","3999.99","2199.99","45.0","https://derimod.com.tr/products/derimod-zero-erkek-gri-kalin-tabanli-kumas-sneaker-25sfd69506f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4199.99","2599.99","38.1","https://derimod.com.tr/products/erkek-bej-bagcikli-deri-sneaker-25sfd707414","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek gri bağcıklı kalın tabanlı kumaş sneaker","Derimod","5499.99","3499.99","36.4","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-kumas-sneaker-25sfd69406f-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri bağcıklı kalın tabanlı kumaş sneaker","Derimod","7499.99","3499.99","53.3","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-kumas-sneaker-25sfd69416f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı kumaş sneaker","Derimod","7499.99","3499.99","53.3","https://derimod.com.tr/products/erkek-gri-bagcikli-kalin-tabanli-kumas-sneaker-25sfd69416f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek vizon bağcıklı süet deri sneaker","Derimod","3299.99","2199.99","33.3","https://derimod.com.tr/products/erkek-gri-bagcikli-suet-deri-sneaker-25sfd752110","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah kalın tabanlı kumaş sneaker","Derimod","5499.99","2699.99","50.9","https://derimod.com.tr/products/derimod-zero-erkek-bej-kalin-tabanli-kumas-sneaker-25sfd69206f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah kalın tabanlı kumaş sneaker","Derimod","3499.99","2399.99","31.4","https://derimod.com.tr/products/derimod-zero-erkek-gri-kalin-tabanli-kumas-sneaker-25sfd69526f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek taba bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","3799.99","30.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25sfd724218","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","6999.99","5599.99","20.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25wfd631018-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5999.99","3099.99","48.3","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-deri-sneaker-25sfd69536f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4499.99","2999.99","33.3","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd632918","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","4999.99","2499.99","50.0","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-deri-sneaker-25wfd707314-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","6499.99","4549.99","30.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25wfd690018-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri bağcıklı kalın tabanlı sneaker","Derimod","5999.99","3799.99","36.7","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-sneaker-25sfd692614","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","6499.99","","0.0","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-kalin-tabanli-deri-sneaker-25wfd6408ft-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı nubuk deri sneaker","Derimod","4999.99","3499.99","30.0","https://derimod.com.tr/products/erkek-bej-bagcikli-nubuk-deri-sneaker-25sfd6114v3","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı kalın tabanlı deri sneaker","Derimod","5999.99","5399.99","10.0","https://derimod.com.tr/products/erkek-haki-bagcikli-kalin-tabanli-deri-sneaker-25wfd610618-5637145359","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5299.99","3399.99","35.8","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-25sfd6406ft","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","5499.99","3799.99","30.9","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-suet-deri-sneaker-25sfd724310","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı süet deri sneaker","Derimod","4799.99","3399.99","29.2","https://derimod.com.tr/products/erkek-bej-bagcikli-suet-deri-sneaker-25sfd641910","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","6499.99","4299.99","33.8","https://derimod.com.tr/products/erkek-siyah-bagcikli-deri-sneaker-25sfd692118","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı nubuk deri sneaker","Derimod","8799.99","6149.99","30.1","https://derimod.com.tr/products/erkek-vizon-bagcikli-nubuk-deri-sneaker-25wfd6970v3-5637145755","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Geox erkek lacivert kalın tabanlı bağcıklı süet deri sneaker","Derimod","8499.99","5499.99","35.3","https://derimod.com.tr/products/geox-erkek-lacivert-kalin-tabanli-bagcikli-suet-deri-sneaker-u46lfa00022c4064-5637145413","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı kalın tabanlı sneaker","Derimod","5799.99","3599.91","37.9","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-sneaker-25sfd69286f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","5499.99","4199.99","23.6","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25sfd693414","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Acbc x derimod erkek siyah bağcıklı sneaker","Derimod","5499.99","2799.99","49.1","https://derimod.com.tr/products/acbc-x-derimod-erkek-lacivert-bagcikli-sneaker-24wfd760018","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek gri kalın tabanlı kumaş sneaker","Derimod","3499.99","2399.99","31.4","https://derimod.com.tr/products/derimod-zero-erkek-siyah-kalin-tabanli-kumas-sneaker-25sfd69526f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","5999.99","4199.99","30.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-25sfd692718","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek vizon bağcıklı deri sneaker","Derimod","4999.99","2899.99","42.0","https://derimod.com.tr/products/erkek-vizon-bagcikli-deri-sneaker-25sfd707714","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek gri kalın tabanlı kumaş sneaker","Derimod","3999.99","2199.99","45.0","https://derimod.com.tr/products/derimod-zero-erkek-lacivert-kalin-tabanli-kumas-sneaker-25sfd69506f","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi kroko desenli bağcıklı deri sneaker","Derimod","6499.99","4199.99","35.4","https://derimod.com.tr/products/erkek-siyah-kroko-desenli-bagcikli-deri-sneaker-25sfd692318","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah kalın tabanlı bağcıklı deri sneaker","Derimod","4799.99","3499.99","27.1","https://derimod.com.tr/products/erkek-beyaz-kalin-tabanli-bagcikli-deri-sneaker-25sfd630718","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-deri-sneaker-24wfd610518","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod studio erkek gri bağcıklı kalın tabanlı sneaker","Derimod","8999.99","2699.99","70.0","https://derimod.com.tr/products/derimod-studio-erkek-siyah-bagcikli-kalin-tabanli-sneaker-25wfd780114-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek bej bağcıklı kalın tabanlı süet deri sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/erkek-bej-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd630510-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri casual sneaker","Derimod","3799.99","","0.0","https://derimod.com.tr/products/erkek-lacivert-bagcikli-deri-casual-sneaker-26sfd6741di-5637145413","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek beyaz bağcıklı kalın tabanlı deri sneaker","Derimod","5199.99","","0.0","https://derimod.com.tr/products/erkek-lacivert-bagcikli-kalin-tabanli-deri-sneaker-26sfd612718-5637145413","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","5499.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26sfd611818-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26sfd660918-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı deri sneaker","Derimod","7999.99","","0.0","https://derimod.com.tr/products/erkek-lacivert-bagcikli-deri-sneaker-26sfd692418-5637145413","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek bej bağcıklı kumaş sneaker","Derimod","5999.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-siyah-bagcikli-kumas-sneaker-26sfd69036f-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı baskılı deri sneaker","Derimod","7999.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-baskili-deri-sneaker-26sfd698618-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı kalın tabanlı deri sneaker","Derimod","7199.99","","0.0","https://derimod.com.tr/products/erkek-beyaz-bagcikli-kalin-tabanli-deri-sneaker-26sfd699218-5637145326","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah kalın tabanlı bağcıklı deri sneaker","Derimod","3999.99","","0.0","https://derimod.com.tr/products/erkek-bej-kalin-tabanli-bagcikli-deri-sneaker-26sfd688418-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek gri bağcıklı kalın tabanlı süet deri sneaker","Derimod","4199.99","","0.0","https://derimod.com.tr/products/erkek-vizon-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd750610-5637145755","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek vizon bağcıklı kalın tabanlı süet deri sneaker","Derimod","4199.99","","0.0","https://derimod.com.tr/products/erkek-gri-bagcikli-kalin-tabanli-suet-deri-sneaker-26sfd750610-5637145341","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı süet deri sneaker","Derimod","3799.99","","0.0","https://derimod.com.tr/products/erkek-bej-bagcikli-suet-deri-sneaker-26sfd750710-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek kahverengi bağcıklı kalın tabanlı deri sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd640318-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","4499.99","","0.0","https://derimod.com.tr/products/erkek-kahverengi-bagcikli-kalin-tabanli-deri-sneaker-26sfd640318-5637145360","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek lacivert bağcıklı süet deri sneaker","Derimod","5199.99","","0.0","https://derimod.com.tr/products/erkek-bej-bagcikli-suet-deri-sneaker-26sfd612010-5637145330","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Erkek siyah bağcıklı kalın tabanlı deri sneaker","Derimod","4999.99","","0.0","https://derimod.com.tr/products/erkek-siyah-bagcikli-kalin-tabanli-deri-sneaker-26sfd641018-5637145339","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
"Derimod zero erkek siyah bağcıklı kalın tabanlı kumaş sneaker","Derimod","3799.99","","0.0","https://derimod.com.tr/products/derimod-zero-erkek-gri-bagcikli-kalin-tabanli-kumas-sneaker-26sfd69046f-5637145341","Erkek Spor Ayakkabı","Derimod","2026-05-06T00:16:20"
